voice, stone, expert, square, shade, stream, rock, cheese, cave, canvas, crate, day, jeans, calendar, quilt, sock, boys
sponge, 3001, :, 0, 1, 0, 1314025691534, 139, 1, 1, 0.795296, -0.000082, 2297, 1, 163530313, -0.000004, f7
kitten, 301, %, 0, 0, 0, 140295707711, -4014637, 0, 1, -2.076721, -0.000021, 1014, 279773, 63050568, -2655.432369, 1
dinosaurs, 13336, T, 0, 0, 0, 1466794336368915637, 225, 1, 0, -3667.813782, -0.276121, 5, 1158, 17422663, -0.000637, ff
house, 213, J, 1, 0, 0, 490921631320, -1, 1, 0, 1905.598579, 0.000465, 3061, 183495360, 503, -0.000214, ff
bike, 64892, ;, 0, 1, 0, -421335230522781, -16, 1, 0, 1187.972702, -0.041336, 1, 56178, 5, -0.027756, fd
goldfish, 25, 9, 0, 1, 0, -13528316782921251, 60510, 0, 0, 0.000336, 0.000305, 217, 2061212020, 12, -3328.177082, c
cable, 0, ~, 1, 0, 0, 0, 850177, 1, 1, -1.270859, -0.006731, 1, 1368182, 94, 0.006294, 1
substance, 169, J, 1, 1, 1, -85430664, 1867242, 1, 0, 0.066078, 0.001462, 19, 253191, 1, -0.023869, 1e
transport, 1996, r, 1, 1, 0, 26118, 14896, 1, 1, -0.086510, 0.463061, 5, 1699070223, 15, -207.445866, fe
vegetable, 13444, O, 0, 0, 1, 247529, 372174431, 0, 1, -0.000793, 0.077300, 166, 1, 161230, 1.009701, ff
error, 2958, k, 1, 0, 1, 1357743567224600, -1797597, 1, 0, 0.000092, -0.000296, 15832, 7322893, 378857, 0.000004, 3b
base, 99, K, 0, 0, 0, -23485174, -65571505, 1, 0, 0.001427, 0.000013, 3, 453200, 833, -68.786430, 0
existence, 12861, ?, 0, 1, 1, 191036113463827886, 5, 0, 0, 0.384468, -0.000042, 33, 1, 622850, -1232.456074, df
attention, 51, 1, 0, 0, 1, -3974866119, 24368, 1, 0, 6057.775841, 0.000010, 217, 0, 75342, 126.070148, e9
drop, 851, 7, 1, 0, 0, -4934608427182660, 9, 1, 0, 0.000114, 0.000000, 1, 2, 569691, -0.002243, d6
queen, 5, [, 1, 0, 1, -3801137397203900, 170, 1, 1, -807.225876, -1.863272, 4029, 2, 1, 189.416676, 0
jellyfish, 31588, X, 0, 0, 0, -11578486, 1, 0, 0, -0.003517, 79.685341, 2, 7, 196800, 0.011971, 3d
brass, 121, A, 0, 0, 1, 2678280118, -25484, 1, 1, 0.001198, -0.000000, 10, 950161846, 565, -113.201801, 5
tax, 1084, n, 1, 1, 0, 35691311, -1, 1, 1, -3480.750412, 0.089177, 1, 42, 108, 6.348061, 2
drop, 20, k, 0, 0, 1, -2358000, 4974862, 0, 1, 2.738045, 1.932876, 29, 936983, 45962, -7.733318, ff
shoes, 8389, M, 1, 1, 0, 32200, 12, 0, 1, 1607.935326, -0.000003, 1387, 1, 12329, -0.174744, 1
alarm, 231, >, 0, 1, 1, -54324, -2, 0, 0, 15.632919, 0.001020, 15, 3529502, 198139914, -0.011673, fb
can, 3, k, 1, 1, 1, 6596411221105514, -103682428, 1, 0, -0.043587, 1.447985, 41553, 36, 3, -0.000225, e5
knowledge, 0, c, 0, 1, 0, -728, -22, 1, 0, -0.015511, -0.000015, 423, 678341566, 37, 8.565422, 5
expansion, 17, D, 1, 0, 1, 8138376418705, -31, 0, 1, 784.564720, -0.000225, 1, 50690, 810510, -0.000004, 0
duck, 11644, @, 1, 0, 0, 4, -7191554, 0, 0, 3878.207726, -0.000045, 20, 23913240, 1, 0.000080, 0
self, 293, r, 1, 1, 1, 8664554, 112, 1, 0, -0.000046, 0.000007, 403, 1, 95, -0.000011, 5
lake, 19, ?, 1, 1, 1, 15629523193, 185996962, 0, 1, -2.865173, 0.001629, 28, 8046428, 12722991, -430.741386, c7
, 5, S, 0, 0, 0, 2894, 41595800, 1, 0, 0.000221, -80.097359, 1, 36845, 349957, -1483.756348, fc
acoustics, 481, ), 1, 1, 0, 3, -1, 1, 0, 2293.988770, 0.258316, 115, 91, 19858, -7.512371, 4f
structure, 3985, Y, 0, 1, 0, -27, 0, 0, 0, -0.000175, -0.000000, 53185, 287, 1553969607, 3.604416, 3
knowledge, 29385, 7, 1, 1, 0, 456615, 34, 1, 1, -1.507858, 13.254269, 3, 498288, 56, 29.891968, f6
jellyfish, 2758, R, 0, 1, 1, 374, -1, 0, 0, -1.864136, 0.005142, 2, 11269, 298626, 1.951996, fd
aftermath, 14841, (, 0, 0, 0, -64259979, -3127, 0, 1, -0.000092, 0.000000, 3021, 5142, 28, -2.362076, fe
route, 825, K, 0, 1, 0, 13142, 79, 1, 1, -4027.423782, 0.003821, 40372, 59294544, 172532, -0.000061, cc
basin, 2508, C, 0, 1, 1, 3, -28613, 0, 1, -0.000458, 0.008334, 211, 246868, 171527959, 1549.322903, ff
tent, 983, f, 1, 1, 0, -79064607743, -719851, 0, 0, -0.563454, 0.000000, 222, 3769, 610775683, 1.951206, fd
invention, 0, *, 1, 1, 0, -14648014686, 452579, 0, 0, -0.774414, -0.000000, 451, 515647484, 51, -0.000015, a
direction, 12224, s, 1, 0, 1, -87894762004, -171042, 0, 1, 0.000000, -0.000101, 58, 0, 35, 154.794281, 0
silk, 4046, 1, 1, 1, 0, 1700535607394, -3, 1, 0, 0.516876, 0.000027, 2129, 3, 1491045, 0.000034, e4
lunchroom, 5, [, 1, 0, 1, -3801137397203900, 2, 1, 1, -807.225876, -1.863272, 4029, 2, 1, 189.416676, 0
committee, 131, i, 1, 1, 0, 297262629148, 9254, 1, 0, 0.001114, -0.000000, 3987, 443, 75, 0.367287, a
lead, 21, 1, 1, 0, 0, -17654246751483, 52687062, 0, 1, 50.982986, 7.836003, 1, 257904092, 3641, 34.175716, d
flavor, 15, &, 1, 0, 1, 542034376731, 495740416, 0, 0, 2676.696182, -0.135960, 25897, 67, 20544751, -0.248257, a
lunchroom, 252, B, 1, 0, 0, -216590, -7950060, 1, 1, -0.035500, -0.696100, 1, 122029, 12, -2.463924, ff
fly, 518, B, 1, 1, 1, 33536503, 7, 0, 1, 4570.913811, 0.064183, 0, 17, 421370, -0.237221, 3
popcorn, 131, #, 1, 0, 1, -673080536356364591, 9254, 1, 0, 0.001114, -0.000000, 3987, 443, 2598, 24.316654, a
roof, 382, j, 1, 0, 0, 1956660262, 0, 1, 0, 15.910927, 83.633484, 1253, 177915, 1049, 0.000122, ff
knowledge, 3, ], 1, 1, 1, -869157850, -35, 0, 1, -0.654205, 0.010808, 198, 1692, 22, -0.229366, ff
stitch, 5672, Q, 0, 1, 1, -66445328062, -50, 1, 1, 0.012383, 56.721542, 261, 49, 123886, -0.052979, f9
protest, 4, a, 1, 1, 0, -6649565323, 110178, 1, 0, 0.291313, 0.000740, 62736, 227, 316, -2.454704, f1
belief, 3, Q, 1, 0, 0, -4020089365303, -9138, 1, 0, 0.000038, -0.000001, 0, 3651, 2022, -0.000347, 0
carpenter, 4, n, 0, 1, 0, 0, -267889, 0, 0, -7118.812233, 4.769621, 189, 27387038, 1014, 61.094845, 34
lunch, 26, u, 0, 1, 0, -49863546959100042, -1, 0, 0, -0.004196, -0.000035, 2450, 3282443, 0, -0.000008, fe
noise, 89, u, 0, 1, 0, -2506690901, -7, 0, 0, -25.886703, 0.030307, 6, 9459, 11, 0.044712, ff
agreement, 1, #, 0, 0, 0, 30150076, 8, 1, 1, -0.000183, 0.002766, 2929, 540529832, 4, -0.025051, ff
tray, 1, G, 0, 1, 1, 3, -1998241980, 0, 0, -0.340591, -0.001090, 359, 3623, 670, 0.042168, ff
land, 342, x, 1, 0, 0, -333985721370415161, 20119542, 1, 0, -12.300903, -0.094810, 1137, 26, 2324230, -0.000767, 19
toe, 48, $, 0, 1, 1, 744466367963150, 30, 1, 0, 0.091301, 0.001804, 8, 2403980297, 2508222, -0.464664, ff
breakfast, 87, +, 0, 1, 1, -12437590890989061, -2, 1, 1, 13.826935, -5.209352, 14, 3860697, 2407952161, 3.648258, fe
vegetable, 1, 4, 1, 1, 1, 1265040104681327818, -4, 0, 1, -0.000618, 0.001629, 28, 8046428, 3, -0.000004, fe
wash, 2, #, 0, 0, 1, -22340755, -1, 1, 1, -0.047188, -0.000769, 7, 852061184, 15276, -0.003830, 8
, 1, P, 0, 1, 0, -1431420, 213, 1, 1, -0.000008, -0.005328, 83, 1146192761, 18, 0.098286, e
, 16334, =, 0, 0, 1, 57065, -3, 1, 0, -0.114571, -0.000001, 15408, 106674596, 57329, -0.282261, 17
scarecrow, 108, 9, 0, 0, 0, 1, 531052145, 0, 0, 0.936066, 0.000007, 2, 717, 3837007, -0.126690, fe
statement, 2484, E, 0, 1, 0, -48678, 716, 0, 0, 0.000000, -0.001631, 501, 13023, 128947781, -0.000023, 3
secretary, 4439, P, 0, 1, 1, 789995, 63821, 0, 1, -71.905968, -0.003280, 49, 120, 536059, 0.748352, df
dust, 35, l, 1, 1, 1, -229856, -657, 1, 1, -49.952187, -0.000000, 12425, 34, 603475964, -0.000004, 0
furniture, 387, }, 0, 1, 0, -89652281348603, -32, 0, 0, 0.009796, 0.000001, 120, 20901518, 20991, 536.279823, d6
week, 2020, X, 0, 1, 1, -6, 62230912, 1, 1, -0.001320, -0.472149, 70, 14445, 1030871, -0.000053, f3
move, 2220, z, 0, 1, 0, 16503342734970629, -5108, 1, 1, 1.274330, -0.000075, 7497, 7829, 7404499, -198.744850, fb
spark, 864, I, 0, 1, 1, 50492, -49434, 1, 0, 0.001770, -0.006039, 0, 4411, 184, 0.000008, 3
waste, 87, |, 0, 0, 0, -412040863267282834, 57578, 0, 0, -75.744034, -56.528351, 2225, 131, 617156, -3.909908, 39
design, 3765, t, 1, 0, 1, -1, -382, 1, 1, -0.024536, 0.009833, 2860, 53608642, 309329, -0.027493, fc
tent, 240, L, 1, 0, 1, -40707991, -617695517, 0, 1, -0.563454, 0.036567, 2, 3769, 115692716, 1.951206, fd
, 29, q, 0, 0, 0, 5924814811663325, -10, 0, 1, -2810.088348, 0.339842, 2, 106753, 1, 1149.117443, e7
year, 1519, E, 1, 1, 0, -6024311110530159082, 10266059, 1, 1, 0.000015, -0.005113, 1, 14, 39310, 0.406212, 1f
treatment, 1, @, 1, 1, 0, 3959342973252475, 1, 0, 0, -0.001160, -61.766724, 10, 54015, 15493622, -143.537628, ff
giants, 57597, 0, 1, 0, 1, 4, 1, 0, 0, 51.363045, -0.175964, 2, 0, 340, -0.000004, ef
tent, 213, J, 1, 1, 1, 490921631320, 979445601, 1, 0, -0.137733, 0.000465, 3061, 183495360, 1932, -0.000214, ff
rake, 1225, 8, 0, 1, 0, -1212245712, 108, 0, 1, 0.737465, 151.268997, 798, 8323334, 5, -0.000893, e5
beginner, 30, @, 0, 1, 0, 128821658903310281, -842659696, 1, 1, -0.006966, 137.637741, 5485, 0, 90110893, 0.000004, d9
scene, 124, D, 1, 0, 1, 74260, 10, 1, 0, -0.000015, -0.162059, 18, 1996, 57816074, -621.837238, f8
jump, 365, F, 1, 1, 1, -410231699, -206611, 1, 0, -238.414162, 0.005006, 987, 458474981, 11743343, 0.000278, b
, 785, J, 1, 0, 1, -497401239467321640, -1, 0, 1, 0.910881, -0.123219, 4, 738, 1068811, 0.000008, 2f
plot, 252, B, 0, 0, 1, 377751383273273852, -19, 1, 1, 0.180824, 0.008873, 91, 122029, 52, 0.028984, ff
elbow, 3, _, 1, 1, 0, 37394512402064356, -341945579, 0, 0, 0.500671, -6.452303, 26, 2466, 4, -0.089062, f0
pollution, 0, F, 1, 0, 1, -292382116, -12740, 0, 1, -15.155891, 0.000008, 4, 3194, 3136273021, 0.000004, ff
pollution, 0, c, 0, 1, 1, -24, -589533476, 1, 0, 212.549500, -0.006785, 22, 226215844, 229783, 0.235954, 1
agreement, 56, Y, 1, 1, 0, 1190179, -149, 0, 1, 0.000008, 0.000010, 1, 168873, 7841350, 0.000015, cc
rhythm, 27203, i, 0, 1, 1, 3917189525741022499, 494, 0, 0, -0.000076, -8.429413, 151, 76256, 23176, 0.039906, 0
squirrel, 25, C, 0, 0, 0, -13528316782921251, -3944, 1, 0, -0.000092, -0.000000, 217, 2061212020, 94, 225.950478, 1
look, 25, v, 1, 0, 0, 2433, 6128074, 1, 0, 0.000069, 0.033388, 0, 3524915, 40006391, -112.308388, 0
rainstorm, 1921, 6, 0, 0, 0, -10978038464102879, -13995524, 1, 0, -1830.639053, -0.000001, 165, 3419, 319, 0.000633, 7
shoes, 1, M, 1, 1, 1, 32200, -18276901, 0, 1, 1607.935326, -0.000003, 1387, 1, 396, -0.174744, 1
beam, 0, C, 0, 0, 0, -88355, 111, 1, 1, -0.006966, 137.637741, 5485, 0, 1, 0.000004, d9
roof, 3, 0, 1, 0, 1, 34466907, 0, 0, 0, 15.910927, 83.633484, 1253, 177915, 1049, 0.000122, 1
nerve, 2020, L, 0, 0, 0, -14927, -336, 0, 1, -0.001320, 1.843076, 70, 13023, 23305242, -1385.761787, 3
coat, 17321, T, 0, 1, 1, -29133, -32219805, 1, 0, -0.038544, 0.294733, 387, 300, 1562, 0.000011, 4
books, 244, <, 0, 1, 0, -1212245712, 108, 0, 1, 0.737465, 151.268997, 798, 8323334, 67809014, -0.000893, e5
kiss, 49, |, 0, 0, 1, 1495584868914, -1289, 1, 1, -1892.385277, 0.000009, 20375, 1, 25, 31.097256, 76
snake, 2196, q, 1, 1, 0, -8, 2735, 0, 0, -0.000008, -39.070023, 9290, 3580390076, 117743, 0.000767, 2
behavior, 215, n, 0, 0, 1, -6152278193, 399433, 1, 0, -0.000290, 11.332501, 0, 966, 2578894, 0.003242, ec
teeth, 25, [, 1, 0, 0, 12750, 6390741, 1, 1, 3.939156, 0.000793, 188, 67, 0, 5.084423, f1
zoo, 2221, k, 0, 1, 1, 1243483749389029779, -59645, 0, 0, 0.182709, 0.002742, 14310, 6219714, 6182750, -0.008423, c0
feet, 1068, L, 0, 0, 0, -57437220741012592, -1, 1, 1, 0.000008, 0.000006, 103, 7950, 37078100, 0.011936, 2
spring, 3836, S, 1, 1, 1, 2529993513696952, -641858, 0, 1, -7572.114807, -0.027578, 14, 2955, 223658058, -0.000111, 5
notebook, 11, |, 1, 0, 0, -47375688, -2076614468, 0, 0, -165.757713, -0.712744, 48, 16244, 30405057, 1.594753, fc
burn, 785, d, 1, 1, 1, -497401239467321640, -1, 0, 1, 0.910881, -0.123219, 4, 738, 7775837, 0.000008, 2f
act, 38, /, 1, 1, 0, 0, -236951439, 1, 1, -0.007988, -0.000551, 2830, 118099, 6455, -109.603836, fe
, 302, p, 1, 1, 1, -34766252, -765, 0, 1, -5632.532562, -0.035308, 35, 94716, 1, 0.018471, 2
beam, 457, O, 0, 0, 0, -299591298909589, -477016862, 0, 1, -0.003708, 61.227314, 0, 69, 5178242, -2.566978, d
chickens, 346, S, 0, 0, 0, 12506, -41078807, 1, 0, -0.000610, -0.029831, 1595, 46, 237607089, -0.157578, 4
cup, 891, &, 0, 1, 0, -2, -511, 0, 0, 0.000381, 0.000000, 74, 396713042, 60333, 0.000015, ff
flower, 26, J, 1, 1, 1, -9370, 705616, 0, 0, 9.509117, 0.000235, 2013, 866, 3259, 0.027416, fb
beginner, 10463, 2, 1, 1, 1, 3975, -3, 0, 0, 0.001053, -0.001279, 12, 1540, 81073, -0.000038, 9
existence, 1, F, 1, 1, 0, -10462560610804966, 130181, 0, 0, -238.414162, 0.005006, 987, 458474981, 2, 0.000008, 3
statement, 15666, &, 0, 0, 1, -1853919552714661, -10, 1, 1, -43.110863, -8.214850, 75, 46505203, 12394586, 0.012714, f
bikes, 1677, {, 1, 0, 0, -80756550, -27618053, 1, 0, -0.118973, 0.346748, 4, 41433, 954, 0.000038, d
door, 5077, 4, 0, 0, 1, -915949323183693, -4091699, 1, 1, 40.793983, -0.026438, 10617, 42, 96, -0.003368, 1
clam, 15997, :, 1, 0, 1, 16866381606567112, -1, 1, 1, 1.134842, 0.000003, 22, 21019574, 7499, 0.072422, ec
territory, 15, K, 1, 1, 1, 93025901, 3034571, 1, 1, -0.000099, 150.747253, 20, 3596868, 249427, -2457.402336, fb
water, 851, _, 1, 0, 1, -4934608427182660, -1302, 1, 0, 8.156815, 0.000000, 1, 2, 22592, -0.002243, 7
question, 1, p, 0, 0, 0, -162, -50674420, 1, 0, 0.220634, 0.000152, 8, 234, 0, 0.003479, 0
blade, 74, r, 0, 1, 0, 364830, 122, 1, 1, 0.000031, 0.000379, 430, 2519048, 47, 0.244133, f4
rings, 1, x, 1, 0, 0, 339955563561767910, -30470, 1, 0, 0.000175, -0.029633, 17, 21988846, 157, -11.614964, fb
spy, 1, Q, 1, 0, 0, -355179, -15, 0, 0, 40.578041, 0.000104, 1223, 0, 0, 0.022148, e3
transport, 15660, !, 0, 0, 0, 566, 74686135, 0, 1, 0.000000, -0.000000, 2390, 449192, 17, -4070.966385, bb
rail, 6411, (, 0, 0, 0, -18, 73899, 0, 1, -38.581032, 0.000176, 52, 766347318, 39, -0.000511, 1
authority, 56, g, 0, 1, 0, -248662657208994, -149, 0, 1, 7023.285271, 0.000025, 1, 168873, 831757, -6.716129, fe
rainstorm, 9363, S, 1, 1, 0, 287137705784554, -1064697, 0, 0, -112.046471, -0.000009, 2773, 79906488, 15738, -241.047512, 2b
apparatus, 566, t, 0, 1, 1, -2, -1, 1, 0, 13.585236, -0.171449, 370, 117401, 3, -0.000004, ff
soda, 1786, H, 0, 0, 0, 17184306540, 339320412, 0, 1, -0.000160, -0.000082, 91, 1341, 3755, -0.021896, f2
structure, 445, z, 0, 0, 0, 30150076, 1373605, 1, 1, -0.000183, 0.002766, 2929, 540529832, 4, -0.025051, ff
gold, 2708, #, 0, 1, 1, 332260950912090, -3403, 0, 0, 4.085487, 0.000018, 1464, 2736249, 8, 33.244152, 52
bulb, 26, u, 0, 1, 0, 691199164, -169505868, 0, 1, -0.157555, -12.271078, 12606, 3282443, 0, -0.000008, 1c
muscle, 1979, |, 0, 1, 1, 9975863537044648, -1345261, 0, 1, 0.000008, 46.417824, 5, 10612771, 59258, -0.000027, c6
breath, 6, =, 1, 1, 1, 1823333790830385, 453, 1, 0, -244.147842, 3.063936, 81, 38275, 1, 0.002476, 0
respect, 6191, ~, 1, 0, 1, -108366, -64470, 1, 1, -291.053696, -8.240679, 1899, 185025, 57, 0.044182, f0
magic, 1, ?, 0, 1, 0, -262944410442796670, 467, 1, 1, -0.037025, -0.000119, 665, 48, 5645, 795.602360, fe
needle, 58, p, 1, 0, 0, 12, 452753, 1, 1, 4883.314301, -0.000000, 12846, 27801, 824592783, 0.060337, e3
joke, 1226, A, 1, 0, 0, -1006129676, -769617265, 0, 1, -0.068298, 6.971893, 1, 131064484, 113237302, 0.000214, e6
cork, 3, o, 0, 0, 0, -246668466918395, 2345, 0, 1, 0.001717, 0.000094, 1664, 1984, 529795289, -270.363384, 1e
sail, 8771, 1, 1, 0, 1, 117724289641320, -121, 1, 1, -0.000008, 0.000000, 1312, 5, 294, -16.630394, 1
wine, 1046, y, 0, 0, 0, -1021000, -1, 0, 1, -0.000015, 0.000006, 1242, 4, 59, 0.023075, 0
shoe, 49, +, 0, 0, 0, -4, 847, 0, 0, -1791.250755, 0.000081, 1181, 29549053, 12, 1.000000, fe
owner, 18, O, 0, 1, 1, -3752160891, -29044284, 0, 1, 0.000252, 58.521957, 351, 1083022495, 342082, 1.334644, f5
bite, 56, &, 1, 0, 0, 1190179, -149, 0, 1, -0.000015, 0.000100, 1, 168873, 275, -6.716129, fe
insurance, 5, +, 1, 1, 0, 663, -33, 1, 0, -133.372826, 0.001167, 4, 0, 12450, -0.758018, bc
tent, 1, >, 1, 0, 0, -40707991, -10, 0, 1, -0.563454, 0.036567, 2, 3769, 3, 1.951206, fd
dinosaurs, 12, b, 0, 0, 1, -1504417559091, 3, 1, 1, -394.849243, -20.975973, 11, 3562149656, 6, -14.825745, 0
camp, 3, 9, 0, 0, 1, -67107797030166195, -565, 0, 1, 704.004051, 7.162687, 15450, 110735, 200528505, -1858.176750, 2c
feeling, 0, L, 0, 0, 1, 6744, 9174894, 1, 1, 8102.175484, 0.000776, 236, 1, 45758, 0.000000, 99
map, 9, #, 1, 1, 0, -3702580651142620, 1953854, 0, 1, -2.589981, -27.268576, 14, 89967118, 6414, 11.877808, ff
transport, 659, ], 1, 0, 1, 26118, -72, 0, 1, -0.086510, 0.463061, 5, 1699070223, 124304, 0.043327, 1b
force, 5450, ?, 0, 0, 1, 191036113463827886, -85914593, 0, 0, 0.384468, -0.000042, 33, 1, 622850, -0.000385, df
insect, 382, q, 1, 1, 0, 206274654, 241045321, 0, 0, -108.559898, 0.028195, 907, 178925, 16122, -0.002567, f9
range, 9, a, 1, 1, 1, 35835080798562, 504127, 1, 1, -0.000359, 8.857088, 85, 667109, 3, 0.013618, f0
treatment, 108, I, 0, 0, 1, 16548672783055, 64, 0, 0, 0.002724, 0.000007, 2, 717, 121879, -0.126690, fe
desire, 0, 8, 0, 0, 0, -284478589798990, -12, 0, 1, -724.055878, 0.000004, 1, 1, 462, -14.113766, 2
voyage, 30017, ?, 0, 0, 1, 62513721317, -112, 1, 0, -0.001106, 8.258522, 246, 3, 243848, 0.000782, ef
coach, 2, (, 0, 1, 0, 85154119675, -785, 0, 0, 0.000046, 6.605484, 3, 45302, 44, -14.926773, 0
